12 N(3) P(0.2) - 0
BL, 8.0, 0.0, 3.0, 6.0, 79.0, 11.0, 15.0, 9.0, 8.0, 7.0, 70.0, 84.0
BM, 67.0, 5.0, 0.0, 3.0, 17.0, 5.0, 78.0, 9.0, 10.0, 77.0, 5.0, 9.0
BN, 7.0, 11.0, 13.0, 0.0, 8.0, 78.0, 10.0, 74.0, 60.0, 8.0, 7.0, 5.0
BO, 4.0, 80.0, 5.0, 7.0, 0.0, 1.0, 8.0, 11.0, 10.0, 9.0, 76.0, 81.0
BP, 9.0, 10.0, 8.0, 76.0, 8.0, 0.0, 9.0, 84.0, 72.0, 6.0, 9.0, 12.0
BQ, 68.0, 8.0, 69.0, 8.0, 10.0, 15.0, 0.0, 8.0, 7.0, 73.0, 5.0, 11.0
BR, 11.0, 15.0, 8.0, 87.0, 4.0, 80.0, 10.0, 0.0, 72.0, 14.0, 5.0, 12.0
BS, 8.0, 12.0, 8.0, 74.0, 5.0, 90.0, 4.0, 91.0, 0.0, 9.0, 8.0, 8.0
BT, 69.0, 11.0, 69.0, 4.0, 9.0, 4.0, 71.0, 9.0, 12.0, 0.0, 6.0, 11.0
BU, 5.0, 72.0, 11.0, 4.0, 80.0, 9.0, 7.0, 8.0, 5.0, 8.0, 0.0, 55.0
BV, 12.0, 79.0, 4.0, 6.0, 64.0, 13.0, 5.0, 6.0, 7.0, 9.0, 85.0, 0.0
12 N(4) P(0.2) - 0
BW, 0.0, 43.0, 55.0, 25.0, 15.0, 18.0, 26.0, 21.0, 19.0, 22.0, 21.0, 18.0
BX, 66.0, 0.0, 47.0, 28.0, 19.0, 25.0, 23.0, 19.0, 23.0, 24.0, 18.0, 27.0
BY, 47.0, 41.0, 0.0, 24.0, 24.0, 16.0, 27.0, 18.0, 20.0, 19.0, 11.0, 25.0
BZ, 28.0, 13.0, 22.0, 0.0, 43.0, 45.0, 13.0, 18.0, 19.0, 21.0, 23.0, 35.0
CA, 21.0, 22.0, 14.0, 46.0, 0.0, 46.0, 18.0, 26.0, 18.0, 23.0, 24.0, 23.0
CB, 16.0, 23.0, 13.0, 54.0, 55.0, 0.0, 16.0, 23.0, 22.0, 16.0, 21.0, 18.0
CC, 20.0, 16.0, 27.0, 18.0, 19.0, 24.0, 0.0, 55.0, 51.0, 15.0, 22.0, 15.0
CD, 20.0, 21.0, 22.0, 18.0, 16.0, 23.0, 51.0, 0.0, 52.0, 29.0, 30.0, 21.0
CE, 18.0, 20.0, 20.0, 24.0, 24.0, 20.0, 39.0, 58.0, 0.0, 28.0, 27.0, 20.0
CF, 24.0, 25.0, 20.0, 21.0, 26.0, 22.0, 18.0, 16.0, 19.0, 0.0, 51.0, 55.0
CG, 16.0, 20.0, 28.0, 24.0, 22.0, 24.0, 17.0, 27.0, 23.0, 66.0, 0.0, 59.0
CH, 21.0, 24.0, 27.0, 20.0, 15.0, 15.0, 19.0, 14.0, 20.0, 48.0, 59.0, 0.0
12 N(4) P(0.2) - 1
CI, 0.0, 23.0, 14.0, 25.0, 37.0, 62.0, 16.0, 27.0, 33.0, 28.0, 19.0, 26.0
CJ, 19.0, 0.0, 53.0, 22.0, 25.0, 25.0, 23.0, 22.0, 26.0, 19.0, 18.0, 42.0
CK, 21.0, 45.0, 0.0, 29.0, 16.0, 22.0, 19.0, 15.0, 16.0, 20.0, 26.0, 54.0
CL, 31.0, 23.0, 17.0, 0.0, 24.0, 25.0, 24.0, 48.0, 28.0, 59.0, 27.0, 13.0
CM, 44.0, 17.0, 15.0, 19.0, 0.0, 62.0, 22.0, 13.0, 20.0, 20.0, 15.0, 18.0
CN, 48.0, 17.0, 16.0, 14.0, 48.0, 0.0, 19.0, 10.0, 17.0, 23.0, 25.0, 21.0
CO, 16.0, 25.0, 12.0, 19.0, 24.0, 17.0, 0.0, 28.0, 46.0, 20.0, 39.0, 21.0
CP, 22.0, 26.0, 22.0, 62.0, 22.0, 18.0, 24.0, 0.0, 25.0, 52.0, 24.0, 24.0
CQ, 21.0, 24.0, 16.0, 16.0, 30.0, 28.0, 80.0, 26.0, 0.0, 13.0, 48.0, 23.0
CR, 20.0, 22.0, 15.0, 47.0, 19.0, 24.0, 31.0, 41.0, 29.0, 0.0, 18.0, 18.0
CS, 21.0, 13.0, 14.0, 24.0, 20.0, 16.0, 48.0, 24.0, 52.0, 19.0, 0.0, 23.0
CT, 19.0, 50.0, 57.0, 21.0, 16.0, 17.0, 29.0, 21.0, 20.0, 23.0, 27.0, 0.0
12 N(4) P(0.7) - 0
CU, 0.0, 138.0, 130.0, 8.0, 4.0, 11.0, 6.0, 3.0, 5.0, 4.0, 9.0, 11.0
CV, 114.0, 0.0, 111.0, 10.0, 11.0, 6.0, 11.0, 10.0, 6.0, 6.0, 8.0, 7.0
CW, 114.0, 95.0, 0.0, 5.0, 16.0, 10.0, 6.0, 8.0, 16.0, 13.0, 6.0, 10.0
CX, 9.0, 9.0, 5.0, 0.0, 111.0, 98.0, 13.0, 10.0, 10.0, 8.0, 9.0, 9.0
CY, 6.0, 4.0, 8.0, 106.0, 0.0, 96.0, 8.0, 4.0, 5.0, 7.0, 13.0, 7.0
CZ, 7.0, 6.0, 5.0, 122.0, 122.0, 0.0, 7.0, 10.0, 7.0, 15.0, 9.0, 13.0
DA, 6.0, 8.0, 6.0, 4.0, 8.0, 8.0, 0.0, 98.0, 129.0, 7.0, 7.0, 7.0
DB, 7.0, 3.0, 7.0, 5.0, 7.0, 10.0, 114.0, 0.0, 124.0, 8.0, 9.0, 8.0
DC, 5.0, 7.0, 4.0, 7.0, 4.0, 6.0, 101.0, 97.0, 0.0, 11.0, 4.0, 4.0
DD, 13.0, 7.0, 8.0, 7.0, 9.0, 9.0, 8.0, 5.0, 4.0, 0.0, 113.0, 103.0
DE, 3.0, 11.0, 10.0, 11.0, 8.0, 6.0, 9.0, 10.0, 7.0, 100.0, 0.0, 104.0
DF, 8.0, 6.0, 10.0, 3.0, 5.0, 9.0, 9.0, 9.0, 7.0, 104.0, 119.0, 0.0
12 N(4) P(0.7) - 1
DG, 0.0, 5.0, 7.0, 121.0, 8.0, 7.0, 121.0, 3.0, 10.0, 15.0, 9.0, 7.0
DH, 12.0, 0.0, 4.0, 1.0, 8.0, 8.0, 8.0, 99.0, 5.0, 5.0, 126.0, 2.0
DI, 8.0, 7.0, 0.0, 5.0, 110.0, 7.0, 6.0, 9.0, 8.0, 109.0, 13.0, 9.0
DJ, 111.0, 7.0, 6.0, 0.0, 3.0, 10.0, 125.0, 10.0, 8.0, 8.0, 9.0, 7.0
DK, 4.0, 11.0, 119.0, 8.0, 0.0, 4.0, 10.0, 2.0, 3.0, 119.0, 6.0, 7.0
DL, 9.0, 12.0, 13.0, 11.0, 6.0, 0.0, 6.0, 15.0, 99.0, 12.0, 11.0, 114.0
DM, 114.0, 5.0, 10.0, 105.0, 9.0, 13.0, 0.0, 7.0, 6.0, 5.0, 3.0, 10.0
DN, 7.0, 110.0, 6.0, 12.0, 8.0, 6.0, 5.0, 0.0, 9.0, 9.0, 120.0, 10.0
DO, 11.0, 5.0, 12.0, 7.0, 9.0, 95.0, 8.0, 9.0, 0.0, 7.0, 11.0, 117.0
DP, 15.0, 8.0, 102.0, 12.0, 108.0, 6.0, 2.0, 8.0, 11.0, 0.0, 9.0, 7.0
DQ, 8.0, 88.0, 9.0, 6.0, 6.0, 7.0, 5.0, 117.0, 1.0, 12.0, 0.0, 7.0
DR, 4.0, 9.0, 11.0, 6.0, 10.0, 102.0, 10.0, 6.0, 108.0, 3.0, 10.0, 0.0
