9 N(3) P(1) - 0
A, 0.0, 93.0, 4.0, 11.0, 10.0, 6.0, 102.0, 5.0, 9.0
B, 116.0, 0.0, 7.0, 7.0, 7.0, 11.0, 118.0, 11.0, 8.0
C, 7.0, 7.0, 0.0, 6.0, 122.0, 8.0, 8.0, 6.0, 123.0
D, 3.0, 5.0, 3.0, 0.0, 12.0, 130.0, 8.0, 118.0, 6.0
E, 9.0, 5.0, 117.0, 12.0, 0.0, 5.0, 10.0, 13.0, 113.0
F, 6.0, 6.0, 5.0, 116.0, 7.0, 0.0, 8.0, 114.0, 8.0
G, 124.0, 113.0, 6.0, 9.0, 6.0, 8.0, 0.0, 5.0, 9.0
H, 9.0, 3.0, 12.0, 124.0, 15.0, 103.0, 6.0, 0.0, 5.0
I, 4.0, 10.0, 133.0, 9.0, 111.0, 7.0, 9.0, 9.0, 0.0
9 N(3) P(0.5) - 0
A, 0.0, 84.0, 100.0, 12.0, 12.0, 12.0, 11.0, 27.0, 23.0
B, 79.0, 0.0, 88.0, 14.0, 19.0, 23.0, 17.0, 15.0, 21.0
C, 76.0, 94.0, 0.0, 18.0, 15.0, 18.0, 15.0, 20.0, 21.0
D, 19.0, 20.0, 28.0, 0.0, 82.0, 84.0, 18.0, 11.0, 19.0
E, 23.0, 15.0, 18.0, 73.0, 0.0, 90.0, 16.0, 14.0, 15.0
F, 11.0, 16.0, 15.0, 83.0, 93.0, 0.0, 20.0, 23.0, 11.0
G, 11.0, 14.0, 20.0, 24.0, 17.0, 19.0, 0.0, 76.0, 88.0
H, 19.0, 21.0, 20.0, 10.0, 19.0, 16.0, 82.0, 0.0, 98.0
I, 22.0, 21.0, 12.0, 24.0, 18.0, 19.0, 90.0, 89.0, 0.0
9 N(3) P(0.5) - 1
A, 0.0, 13.0, 101.0, 16.0, 12.0, 20.0, 19.0, 22.0, 87.0
B, 15.0, 0.0, 17.0, 83.0, 19.0, 22.0, 83.0, 12.0, 20.0
C, 85.0, 12.0, 0.0, 17.0, 17.0, 23.0, 18.0, 6.0, 79.0
D, 21.0, 94.0, 18.0, 0.0, 18.0, 18.0, 106.0, 17.0, 21.0
E, 17.0, 19.0, 21.0, 16.0, 0.0, 89.0, 19.0, 78.0, 15.0
F, 11.0, 15.0, 17.0, 25.0, 78.0, 0.0, 20.0, 85.0, 20.0
G, 16.0, 75.0, 20.0, 87.0, 20.0, 25.0, 0.0, 11.0, 15.0
H, 15.0, 24.0, 13.0, 20.0, 81.0, 81.0, 17.0, 0.0, 19.0
I, 100.0, 15.0, 87.0, 15.0, 21.0, 20.0, 12.0, 15.0, 0.0
9 N(3) P(0.2) - 0
A, 0.0, 68.0, 52.0, 27.0, 17.0, 31.0, 28.0, 28.0, 26.0
B, 65.0, 0.0, 54.0, 35.0, 25.0, 38.0, 31.0, 31.0, 24.0
C, 57.0, 58.0, 0.0, 27.0, 31.0, 21.0, 44.0, 25.0, 23.0
D, 32.0, 23.0, 28.0, 0.0, 60.0, 48.0, 27.0, 28.0, 28.0
E, 26.0, 21.0, 25.0, 57.0, 0.0, 55.0, 27.0, 29.0, 29.0
F, 20.0, 24.0, 25.0, 55.0, 64.0, 0.0, 25.0, 25.0, 23.0
G, 24.0, 25.0, 30.0, 31.0, 35.0, 23.0, 0.0, 52.0, 52.0
H, 30.0, 22.0, 33.0, 31.0, 21.0, 38.0, 62.0, 0.0, 56.0
I, 32.0, 30.0, 30.0, 20.0, 31.0, 25.0, 48.0, 49.0, 0.0
9 N(3) P(0.2) - 1
A, 0.0, 29.0, 44.0, 19.0, 27.0, 27.0, 26.0, 34.0, 65.0
B, 27.0, 0.0, 26.0, 24.0, 35.0, 58.0, 19.0, 47.0, 28.0
C, 44.0, 39.0, 0.0, 22.0, 30.0, 30.0, 29.0, 30.0, 55.0
D, 24.0, 30.0, 28.0, 0.0, 73.0, 23.0, 54.0, 28.0, 25.0
E, 33.0, 33.0, 30.0, 53.0, 0.0, 22.0, 49.0, 26.0, 24.0
F, 27.0, 57.0, 39.0, 18.0, 24.0, 0.0, 30.0, 42.0, 31.0
G, 24.0, 31.0, 31.0, 40.0, 58.0, 35.0, 0.0, 32.0, 28.0
H, 32.0, 56.0, 29.0, 26.0, 35.0, 61.0, 44.0, 0.0, 27.0
I, 43.0, 32.0, 58.0, 28.0, 28.0, 21.0, 30.0, 34.0, 0.0
